cgpa,dsa_score,projects,internships,communication,salary_lpa
8.6,1,0,2,6,6.35
8.2,2,0,2,2,3.85
8.7,43,4,0,5,14.25
7.7,25,0,2,2,6.77
7.4,93,3,2,1,13.68
7.2,11,5,2,2,8.06
8.2,88,3,1,2,15.68
6.0,21,2,2,5,5.44
9.4,12,1,3,6,7.52
9.1,27,0,0,7,7.11
6.7,14,0,2,5,7.1
7.9,40,5,2,2,13.08
5.7,33,0,1,1,3.75
9.9,53,0,1,8,14.03
9.5,54,4,3,10,17.14
9.6,0,2,1,3,7.73
6.7,12,2,2,3,5.85
5.8,16,4,0,4,6.07
6.1,19,3,3,3,6.03
5.5,9,5,2,3,6.53
5.6,31,2,3,5,7.63
5.4,55,4,2,8,7.51
9.9,31,5,1,8,13.55
5.4,33,2,1,10,6.04
5.7,47,1,2,4,8.58
9.1,55,5,3,5,12.83
7.9,33,1,0,4,6.81
8.9,22,0,3,1,7.84
8.2,41,3,3,4,13.22
9.4,2,5,0,3,9.48
8.2,49,0,0,5,11.14
7.6,95,5,2,2,16.79
8.6,40,4,3,8,12.89
7.2,10,5,1,9,9.31
6.7,71,2,2,10,11.24
7.3,12,1,3,1,7.78
5.8,19,3,1,2,3.46
9.0,14,0,0,10,6.17
6.3,89,5,3,9,16.05
5.8,99,3,1,6,14.19
6.2,57,2,1,4,5.22
9.2,62,3,1,6,15.74
6.7,65,4,2,6,11.95
8.4,61,3,1,9,10.21
9.3,54,5,2,6,10.76
5.4,99,5,2,1,10.93
8.8,74,5,0,7,15.03
6.5,8,3,1,8,6.23
6.1,39,4,0,3,8.57
8.4,98,1,0,2,12.03
9.5,40,0,3,2,9.22
6.5,20,2,2,9,6.73
7.8,87,5,2,5,15.9
6.4,62,0,3,6,9.67
7.8,56,3,2,10,11.5
8.1,42,1,3,1,11.22
8.1,12,2,2,3,6.92
8.1,38,0,1,9,7.38
5.7,44,4,2,6,8.44
8.5,94,4,1,1,16.94
8.4,31,4,3,8,12.34
8.4,15,4,0,2,7.42
5.4,43,1,3,8,8.97
7.2,100,3,3,8,18.99
7.0,48,0,0,9,7.76
5.4,38,2,2,5,8.67
6.1,67,3,3,3,12.62
7.2,65,4,2,9,12.31
8.7,30,0,1,6,8.41
6.2,97,4,3,7,12.94
9.1,59,2,2,2,12.36
7.7,5,5,0,7,7.3
8.8,41,3,0,6,10.27
7.4,93,3,2,3,12.97
7.5,39,4,1,8,10.32
8.1,57,4,0,2,12.2
9.6,61,0,3,8,13.35
7.5,71,3,0,10,9.4
7.6,88,0,0,6,9.81
8.0,15,2,1,2,4.89
8.7,52,4,0,6,12.7
5.4,53,5,1,6,10.41
7.6,15,1,3,6,8.21
7.4,68,2,3,3,10.87
9.6,11,3,3,7,11.97
7.5,46,2,1,3,8.43
7.3,33,1,0,6,5.22
9.8,15,1,3,6,11.69
7.3,83,2,1,7,13.62
5.9,24,3,2,8,8.92
6.1,25,5,0,9,7.19
5.5,86,3,2,8,13.66
5.0,88,2,2,8,9.96
7.2,3,3,3,9,9.23
8.8,28,4,0,3,9.36
8.7,71,2,1,3,12.28
5.2,78,2,3,6,6.89
7.8,100,1,1,5,12.89
5.8,56,5,2,8,11.47
9.7,0,5,0,1,8.86
5.8,88,1,2,2,12.75
8.1,16,2,1,8,6.5
6.6,12,1,2,9,5.28
8.2,68,5,3,4,14.0
7.1,60,0,2,4,8.25
8.8,6,1,1,6,8.86
6.2,17,1,0,5,6.36
9.5,59,3,1,2,12.19
7.5,25,1,3,6,7.41
8.8,69,3,0,9,11.78
9.2,41,4,2,8,15.64
10.0,59,4,1,9,17.28
6.1,47,0,1,7,6.45
6.4,36,0,2,9,4.96
6.3,34,0,1,3,3.29
6.3,70,5,1,1,11.66
7.9,51,3,2,2,12.08
10.0,60,3,3,10,13.3
10.0,58,4,3,7,16.05
7.6,20,3,2,3,11.01
8.2,92,1,2,9,14.12
9.3,56,3,3,4,16.58
9.7,72,4,1,6,16.79
6.0,89,0,1,3,7.59
7.6,93,3,1,1,12.97
9.2,67,2,2,3,13.38
6.5,79,0,2,3,8.28
7.2,47,1,0,6,6.45
9.9,74,2,3,1,17.62
9.9,32,2,1,3,9.57
9.5,71,1,3,6,16.24
9.0,8,3,2,4,8.87
6.3,92,2,3,7,13.11
6.6,24,2,2,7,8.35
7.7,66,4,2,10,13.17
7.8,1,0,0,9,5.59
7.5,15,2,1,3,3.62
8.2,99,0,3,7,15.3
7.0,84,5,1,7,10.55
8.7,22,1,0,6,7.46
6.7,13,4,0,8,8.32
6.7,82,1,2,2,11.7
5.6,100,1,2,4,9.16
5.9,17,3,3,9,5.98
9.3,67,4,3,9,15.62
7.2,28,1,2,1,7.26
6.1,75,1,2,5,6.85
8.8,42,5,3,3,13.89
7.8,12,1,0,2,5.78
5.1,32,1,2,1,4.25
6.6,54,4,1,6,11.31
5.9,80,0,3,7,10.6
8.3,2,5,3,6,9.74
6.4,96,5,2,4,11.76
5.3,65,5,2,8,11.62
5.3,88,1,2,7,8.78
7.9,93,0,2,10,12.7
5.1,15,2,0,4,3.9
9.2,9,2,1,3,10.47
5.8,78,5,2,5,12.58
8.0,18,3,2,6,10.19
7.2,14,5,0,5,5.87
7.2,47,4,3,9,12.82
5.4,92,4,3,1,12.51
9.0,80,0,2,6,15.19
9.5,52,0,0,5,9.5
5.1,19,0,3,3,3.5
5.9,33,3,0,7,8.35
9.5,69,1,1,9,13.46
7.7,15,5,3,6,9.17
5.8,52,0,2,1,10.24
6.0,1,5,0,1,3.31
8.3,32,4,0,5,10.01
8.6,25,0,1,7,8.51
8.0,68,0,2,4,11.26
9.8,92,2,2,4,16.16
7.5,14,2,0,9,6.55
6.5,80,1,0,1,8.56
7.4,66,3,2,1,10.0
6.8,97,0,0,2,13.28
6.1,92,0,0,10,9.61
5.2,10,4,1,5,6.04
6.8,75,5,2,2,12.72
8.6,59,1,0,4,9.78
5.1,11,5,0,10,5.21
7.2,25,2,0,7,4.71
8.2,93,2,1,3,13.48
8.1,54,0,0,3,7.82
8.9,34,2,0,1,10.76
9.1,32,2,1,8,8.96
8.6,84,3,0,2,12.57
5.5,28,0,1,3,2.5
7.4,16,1,2,4,8.88
8.0,57,2,0,7,9.26
6.2,100,0,2,7,12.41
5.2,18,0,2,8,5.44
6.1,25,3,2,3,6.88
7.3,47,5,2,4,9.86
7.1,20,3,3,4,6.7
5.9,65,0,0,1,7.55
9.1,25,5,0,8,9.82
9.6,12,3,1,6,10.82
6.0,26,4,2,5,8.23
9.6,93,1,3,10,17.63
5.1,94,3,3,2,12.51
9.6,51,0,2,10,10.98
9.8,40,3,1,7,11.37
5.1,82,1,1,3,9.33
8.8,19,5,0,7,9.77
9.9,66,0,1,8,8.87
9.5,68,3,2,4,15.86
9.9,71,0,0,4,10.61
7.8,22,4,3,9,11.92
5.4,72,2,3,2,11.81
9.2,61,5,1,1,14.34
8.1,88,3,3,7,17.3
8.1,17,2,0,10,8.19
7.1,61,0,3,6,12.5
7.9,83,3,3,2,12.84
5.8,28,2,0,6,5.36
8.7,75,0,2,3,13.15
5.4,10,3,1,9,4.97
8.6,72,1,3,7,15.45
9.2,61,1,0,4,10.57
7.4,19,0,0,7,8.47
7.5,6,2,1,7,9.74
6.6,75,1,0,7,9.93
9.8,24,0,1,4,9.81
8.7,50,2,2,6,13.82
6.8,6,1,2,1,2.96
5.9,97,0,2,5,8.7
6.1,55,2,0,4,9.48
7.3,94,0,0,6,11.43
9.7,16,5,3,10,13.65
8.7,20,2,1,10,9.61
6.1,61,5,0,5,6.79
9.3,61,5,1,7,15.02
6.9,79,5,0,2,11.23
9.3,93,3,1,5,17.49
6.2,83,2,3,7,13.81
8.1,14,4,1,7,10.24
9.6,31,0,2,10,11.39
6.3,92,5,1,5,11.47
8.5,55,1,1,10,12.28
9.9,87,0,2,10,16.54
5.8,56,1,2,6,10.03
5.4,5,1,1,1,5.44
8.4,47,0,0,4,5.86
6.7,83,4,3,8,13.94
5.4,66,0,0,6,5.32
7.4,13,5,3,10,11.14
8.8,21,2,1,9,9.67
6.4,86,4,3,1,13.02
6.7,98,2,1,9,14.65
9.2,76,0,2,4,11.34
7.6,9,1,2,9,5.57
